56,0
61,5
57,5
59,0
58,0
55,5
55,0
61,5
62,0
54,5
58,0
56,5
58,0
58,5
60,0
62,0
61,5
53,0
61,0
58,5
59,5
58,0
59,5
61,0
46,01270873789268
56,00635436894634
53,00635436894634
57,50635436894634
49,0
50,5
56,0
53,00635436894634
55,5
54,0
52,00635436894634
50,0
57,00635436894634
56,0
59,5
47,5
54,50635436894634
53,0
50,5
52,521384810598335
53,50635436894634
52,50635436894634
53,5
47,5
58,50635436894634
55,00635436894634
53,5
63,5
53,0
52,0
52,5
54,00635436894634
54,0
56,5
52,5
54,0
62,0
53,5
48,5
53,0
60,00635436894634
49,00635436894634
54,00635436894634
54,0
51,00635436894634
61,5
60,00635436894634
48,03189756332549
58,0
52,5
54,00635436894634
51,50635436894634
57,0
56,51270873789268
50,0
64,0
51,00635436894634
52,00635436894634
54,51270873789268
49,5
48,0
58,027739179544675
59,5
54,5
55,0
51,0
50,51270873789268
56,0
56,0
57,0
48,00635436894634
55,00635436894634
52,50635436894634
53,5
50,51270873789268
53,50635436894634
