117,4622963303902
68,0
65,0
70,0
68,0
67,5
64,0
64,0
65,5
67,0
60,5
57,5
67,5
66,513429060838
63,5
56,0
64,5
60,5
62,5
68,0
57,0
63,5
64,0
60,5
62,0
61,0
62,5
69,0
59,5
55,0
61,0
64,0
56,0
63,0
52,0
59,5
54,5
62,5
56,0
58,0
52,5
54,5
57,0
61,0
59,0
57,0
52,5
53,5
56,5
58,0
71,5
56,0
54,0
63,5
58,0
59,5
58,0
62,5
54,5
53,5
67,0
56,5
56,5
60,5
61,0
48,089547153111454
62,0
51,0
56,5
57,222605760065
56,24838214234016
53,5
55,74583086444433
53,04477357655573
52,0
47,0
51,5
50,0
54,0
49,5
54,5
60,0
54,5
55,0
60,5
54,5
56,0
49,29965687817437
50,0
54,5
55,5
54,64982843908719
52,5
48,0
48,0
50,0
57,0
56,64982843908719
53,5
56,0
