76,0
69,9382249741044
68,19808658576709
50,0
56,0
54,5
55,0
55,0
58,0
52,0
61,5
59,0
52,5
53,0
53,5
55,5
54,5
55,5
61,0
54,5
61,0
62,5
54,0
52,086998083730634
55,0
54,0
52,5
50,5
59,5
54,17942787087509
60,0
52,0
52,67942787087508
47,5
58,89555072616859
52,0
54,0
54,5
55,0
55,0
56,5
54,5
56,0
60,5
52,0
50,0
61,0
60,5
57,5
55,5
57,5
55,0
57,5
55,0
47,5
57,0
55,5
56,0
57,0
55,5
53,0
67,21170348243255
56,5
61,5
59,0
57,81615275626397
57,5
56,5
55,0
58,0
58,0
54,0
59,5
56,81615275626397
57,5
57,0
51,0
59,0
56,81615275626397
49,5
57,0
51,5
52,5
56,5
54,5
55,0
53,81615275626397
51,31615275626397
56,0
41,0
48,0
50,0
48,5
51,5
52,60009581575812
46,0
45,5
48,60009581575812
58,0
57,5
