85,61442243331989
78,00001653556548
75,00000826778273
74,50000826778273
72,50000826778273
56,0
59,0
56,00000182152601
63,0
56,0
51,5
54,5
62,0
51,0
53,5
54,5
53,5
55,0
52,0
53,0
50,0
56,10488803358794
55,13994364405103
53,5
55,0
57,0
55,0
57,5
53,5
49,0
48,0
49,50687265494098
54,0
53,5
57,0
57,0
57,5
59,5
52,0
52,407522109958364
54,5
60,0
57,50687265494098
56,5
48,0
56,0
50,0
59,5
61,50687265494098
57,0
58,0
56,0
48,0
58,50687265494098
52,5
54,50687265494098
48,5
55,5
53,50687265494098
50,5
54,5
55,5
54,5
49,0
58,5
54,5
55,0
50,0
56,0
49,0
55,0
48,0
54,0
57,013745309881955
51,0
53,5
54,5
55,0
55,0
59,0
55,00687265494098
53,00687265494098
53,5
54,5
62,51466344764367
57,0
62,0
56,5
58,5
56,5
56,5
53,5
49,5
55,5
55,0
48,0
51,0
53,0
50,01374530988195
56,0
