76,0
76,0
69,5
67,5
61,5
68,5
59,0
58,0
57,5
62,5
62,5
57,5
59,0
60,0
59,5
57,0
61,0
54,5
64,5
59,5
63,0
59,5
58,0
59,5
56,0
51,5
51,0
51,0
54,0
53,0
60,0
59,0
51,0
59,5
58,0
53,0
56,0
56,0
55,0
53,0
52,0
50,5
51,5
47,5
55,0
53,5
57,5
56,5
54,0
49,5
61,5
52,0
58,5
63,0
53,5
43,0
59,0
50,0
53,5
51,5
54,5
53,0
44,0
46,0
52,0
51,0
52,0
57,0
43,5
48,0
55,0
44,5
49,5
49,5
57,0
51,5
48,0
47,5
53,0
45,5
53,5
53,5
54,5
53,5
47,5
49,5
51,5
56,5
56,5
52,0
57,0
54,0
52,0
45,5
48,5
53,5
54,5
45,0
46,5
50,0
