60,0
63,0
54,0
56,0
59,5
56,5
53,5
56,5
60,0
63,5
53,0
52,0
57,5
56,0
56,0
54,5
56,0
55,0
57,0
59,5
55,5
59,5
55,5
50,0
65,5
53,0
55,50624870754332
54,0
53,0
50,0
55,0
51,0
47,0
52,5
59,0
53,5
52,5
58,0
56,0
52,5
48,0
51,5
51,5
49,5
48,5
52,0
56,0
58,0
57,5
52,0
56,5
50,0
48,5
53,5
49,5
56,0
55,0
48,0
56,5
53,0
54,5
53,5
56,5
50,5
55,5
53,0
58,0
52,5
51,5
54,5
53,5
52,0
56,0
51,0
49,0
56,5
51,0
50,0
56,0
61,0
48,5
56,0
49,0
52,5
58,5
47,5
57,5
58,0
51,5
54,5
60,5
57,0
44,0
56,0
49,0
57,5
47,5
50,0
54,0
55,0
