102,0
62,0
59,5
58,0
58,5
60,5
57,5
59,0
59,0
59,5
48,0
55,0
54,5
51,0
46,0
53,5
48,0
54,0
53,5
52,5
53,0
51,0
58,5
49,0
54,0
55,0
51,5
54,5
51,5
45,0
46,5
53,0
51,0
55,0
57,0
60,5
53,0
54,0
51,5
56,5
52,5
49,5
46,5
51,5
54,0
57,0
49,0
54,5
58,5
50,0
50,0
45,5
50,5
54,0
49,0
55,0
50,0
50,5
37,0
44,0
46,0
47,5
47,0
46,5
43,0
49,5
51,0
46,5
51,5
42,5
54,5
52,5
50,0
54,0
51,0
48,5
46,5
46,0
54,0
50,5
43,5
51,0
49,0
47,5
49,5
50,0
47,5
51,5
50,5
49,5
47,0
47,5
42,0
51,0
46,5
45,5
48,5
47,5
45,0
49,0
