57,0
61,0
51,348408857720784
61,67420442886039
58,848408857720784
55,67420442886039
53,0
62,5
56,351875994853216
58,67420442886039
67,67420442886039
59,348408857720784
56,5
56,0
57,677671565992824
57,677671565992824
56,17420442886039
47,0
46,0
58,0
49,5
53,5
61,5
52,5
58,5
51,5
46,0
54,0
56,5
54,5
55,0
49,0
50,5
54,0
53,0
52,5
58,5
53,0
56,0
48,5
53,0
50,5
48,0
54,5
51,0
51,5
55,0
52,5
54,5
54,0
46,5
52,0
57,5
51,5
56,5
51,0
50,0
50,5
50,0
52,0
50,5
51,5
51,0
54,5
51,0
52,0
54,0
52,5
53,0
52,0
55,0
54,0
53,0
55,5
52,5
48,0
50,0
52,5
48,5
56,5
55,0
49,0
52,0
49,0
53,0
56,0
54,5
52,0
52,5
52,0
50,0
50,5
47,5
59,5
48,0
48,5
45,5
59,0
49,5
51,0
