72,0
75,5
69,0
59,0
59,0
56,0
58,5
59,0
56,0
58,5
60,0
59,0
63,0
59,5
56,5
44,0
52,5
54,5
48,5
54,0
50,0
50,5
50,5
50,5
47,5
48,5
54,5
53,0
56,0
45,0
49,0
54,5
53,5
53,0
53,5
55,5
51,0
46,5
54,0
58,0
44,5
47,5
47,5
48,5
52,0
48,0
52,5
47,5
52,5
50,5
52,5
57,0
55,5
55,5
54,0
50,5
49,5
50,5
53,5
53,5
53,5
49,5
47,5
54,5
47,0
53,0
49,0
54,0
55,5
59,0
51,0
57,5
57,5
53,5
51,5
49,5
55,5
53,5
53,5
51,5
56,5
51,5
56,5
50,5
54,0
50,0
52,5
52,5
54,0
50,5
44,5
49,0
50,5
52,5
44,0
42,0
49,5
49,5
54,5
54,5
