52,0
47,0
53,5
53,0
55,0
54,5
51,5
55,0
55,5
55,5
56,5
54,0
53,5
57,0
53,5
53,5
56,5
52,0
50,5
53,5
52,5
55,5
56,0
51,0
60,0
52,5
54,5
54,5
52,0
55,0
54,5
57,0
53,5
52,0
55,0
57,0
48,5
54,0
51,5
49,5
57,5
57,0
57,0
53,5
56,5
52,5
42,0
59,0
43,5
51,0
51,0
53,5
52,0
52,5
50,0
49,0
55,0
45,5
47,5
48,0
51,0
52,0
45,5
44,5
45,0
52,0
49,0
52,0
49,0
49,0
53,0
52,0
55,0
45,5
49,5
52,0
54,5
47,0
57,0
54,0
52,5
53,0
57,0
52,5
45,5
49,0
55,5
55,5
54,0
51,5
47,0
54,5
57,5
50,5
55,5
49,0
54,0
55,0
55,5
49,5
